context,tag
Каково же было моё удивление когда очутившись на муравьиной дорожке мне вдруг ни с того ни с сего совершенно неожиданно ужасно захотелось приступить к работе вместе с тёмными и необразованными муравьями.,0
Как-то раз он сказал мне  ? Я ужасно боюсь собак.  Они меня не любят они меня боятся.,-2
Кетти волновалась ужасно заказала феерический туалет приготовила дивное угощение.,-1
Когда боль прошла я попытался притянуть диван к полу но скоро выбился из сил.  Получалось ужасно глупо!  Не может же этот диван вечно торчать под потолком…,-2
Когда мы рассказывали горожанам что здесь по-прежнему делают лучшие в мире микрофоны всем становилось ужасно интересно.,1
Когда складывались определенным образом обстоятельства я легко оставлял сигареты на неделю-другую ? например когда уезжал с детьми в лес… потом снова закуривал и ужасно дымил по году.,-1
Когда я была переводчиком меня ужасно угнетала суть моей профессии.,-2
Когда-то весной едва они поженились их ужасно забавлял это внезапно приобретенный непривычный и как им казалось комичный в своей серьезности статус официальных супругов.,1
Консолидация вокруг негативной и часто непроверенной информации происходит моментальная и это все ужасно заразительно захватывающе страсти кипят сильней чем в кино.,2
Конформистов ужасно жалко особенно если это люди талантливые ведь талант в такой ситуации страдает больше всего.,-1
Крохотный бугорок незаметный глазу осязаемый только если скользнуть педантичной ладонью. Бугорок этот расстраивал Алешу ужасно. Каждое соприкосновение с бугорком заставляло думать о халтурщиках-малярах о том что они вероятно специально плохо выкрасили лестницу чтобы насолить ему.,-2
Куркулия Жора приближался продолжая выражать руками недоумение по поводу моего отсутствия.  Было ужасно неприятно видеть всё это.  Точно так же было однажды когда я увидел входящую в наш двор и спрашивающую у соседей где я проживаю старушенцию из нашей городской библиотеки.,-2
Лакруа ? ужасно смешной лопоухий мишка которому говорят мама в детстве приклеивала уши скотчем.,2
Легче птички она к нему подскочила нагнулась подняла стакан и подала ему с телодвижением исполненным невыразимой прелести потом ужасно покраснела оглянулась на галерею и убедившись что её маменька ничего не видала кажется тотчас же успокоилась.,0
Лично я не люблю плацкарты за их непредсказуемость иногда попадаются волшебные люди а иногда мерзкие иногда постель новая и чистая а иногда просто сыпется иногда удобно спать а иногда жестко иногда тепло а иногда нет отопления или кондиционера иногда изолированы окна а иногда ужасно дует…,-1
Любочка всегда ужасно рада когда ей удаётся поговорить с большим мужчиной и говорит что она непременно выйдет замуж за гусара Катенька же говорит что все мужчины ей гадки что она никогда не выйдет замуж и делается совсем другая как будто она боится чего-то когда мужчина говорит с ней.,2
Макс позвонил на следующий день ужасно серьёзный и деловой.,1
Макс правда переживает что я болею и не могу работать но что работу найду надежды не оставляет. Они ужасно смешные оба. Макс жаждет уехать в США и я дразню его Максом США.,1
Макс ужасно на самом-то деле волновался.,0
Макса этот крен в сторону игр с сознанием ужасно веселил.,2
Малинин тоже меня стал почему-то ужасно раздражать.,-2
Мальчик очень просто ужасно похож на Рона Уизли.,0
Мать на меня так странно смотрела. Мне стало ужасно стыдно. Во-первых потому что не заметил а во-вторых потому что сморозил такую глупость этому странному хрупкому созданию у которого даже нет имени.,-1
Маша ужасно расстроилась даже ночью не спала.,-2
Месяца три назад ? ужасно давно в куцей памяти Колюнея! ? у него был день рождения ему исполнилось два года и все принесли ему подарки.,0
Мисс была ужасно бледна и держала в зубах ломтик лимона.,-1
Митя миленький я наверное тебя ужасно люблю но что же делать?,2
Мне все это ужасно нравилось я пять лет с удовольствием принимал больных делал разные операции но параллельно начал работать на телевидении писал сценарии для передач.,2
Мне кажется у меня с юности такого не было ? ужасно тебя люблю…,2
Мне казалось что это ужасно смешная пьеса я никогда так не смеялся над Гоголем как в пять лет.,1
Мне нравилась она ужасно причём к тому моменту когда неуклюжий и полный отец её пыхтя приседал на корточки и делал эту фотографию я успел пройти через большинство известных стадий сложных отношений мальчиков к девочкам ибо познакомился я с Катей за много лет до этого при попытке разломать аккуратно воздвигнутые ею песчаные пасочки.,2
Мне почему-то было ужасно грустно но я никак не мог понять почему.,-2
Мне ужасно жаль его и я стараюсь… Но по большому счету мои старания не более чем отсрочка.,-2
Мне ужасно захотелось кинуться за нею но я сдержался.,0
Мне ужасно не понравился звук собственного голоса ? сначала хриплый а потом визгливый.,-2
Мне ужасно нравятся мужские собрания в которые не мешаются дамы ? в этом есть что-то строгое неизнеженное.,2
Мне ужасно хотелось подхватить плачущую девочку на руки прижать к себе расцеловать и успокоить.,0
Может её отец пропил…  Знаешь я ведь его ужасно любила…  А почему вы всё-таки развелись?,2
Мы затрагивали довольно узкий круг тем суд Линча падение нравов вьетнамская эпопея…  Мой дядя ужасно сердился  ? Фашист ? кричал он иногда ? матёрый власовец!..,-2
Мы с тобой похожи ужасно… ты моё самое во мне лучшее… прости что я вас бросила… я люблю тебя ужасно и маму люблю.,0
Мы с тобой похожи ужасно… ты моё самое во мне лучшее… прости что я вас бросила… я люблю тебя ужасно и маму люблю.,2
"На повороте он оглянулся и несколько минут смотрел как удаляются по асфальтированной аллее золотоволосая девушка (почти девочка чёрт возьми!) и понурый парнишка в чёрной рубашке и джинсах.  ""Ужасно жалко этого мальчика.  Я ему страшно сочувствую.",-2
На хрена думаю он мне нужен?  Противен ты мне был ужасно.  Нет ты понял Вадька ей-богу!,-2
На этот раз хлестало из неё ужасно и желудок казалось рвался на части.,-2
Надежда как иногда бывает в жизни умерла в течение одного мгновения ? ничего такого не произошло Желтицын сидел как сидел со своей рогаткой собака как смотрела на нас своим бесноватым глазом так и продолжала смотреть ? а я вдруг понял что это всё ужасно глупо и гадко и отвратительно и сказал жене «Пойдём».,-2
Надо сказать что в любой киногруппе исполнительница главной роли всегда считается бедненькой миленькой самой красивой и самой талантливой ужасно несчастной маленькой деточкой её всегда боготворят и трясутся над ней.,-1
Напиши хотя бы три слова я ужасно скучаю.,
Не возьмёт ? значит не судьба!.. Тётка Олюшка перепугалась ужасно. Как это ей остаться без глаз?,-2
Не знаю почему но он мне ужасно нравился.,2
Небольшая доза страданий излечит меня на несколько лет от рака которого я ужасно боюсь самое главное ? действовать!,-2
Несмотря на то что я люблю одиночество мне ужасно хочется что бы ты всегда был рядом.,0
Но когда тетю Женю убили я ужасно испугалась что это все-таки сделал Марат.,-2
Но настоящая любящая и обожаемая «Варя» мать его детей женщина скромная благородная и простая ? тоже ревновала его ужасно.,-1
Но одна из тем была народная война на примере «Капитанской дочки» и «Войны и мира» а я ужасно угорал по ним незадолго до олимпиады.,2
Но он отвечал твёрдо чётко уверенно. Хотя потом признался что волновался ужасно.  ? Ах да там же ещё комиссия!..,-1
Но потом согласился и посчитал свой поступок ужасно взрослым.,0
Но просто так сидеть и радоваться что в доме есть все-все вскоре стало ужасно скучно.,-1
Но самое трудное у нас это передача телеграмм.  Ужасно трудно!  Извольте послушать. (Стучит вилкой по столу подражая телеграфному станку.),-1
Ну о Бродском имел некоторое представление но он мне тогда казался ужасно скучным.,-1
О как она угрюма была моя душа…  Ужасно странно.  Т. е. ужасное было а странное наступает.,-1
О я ужасно опасен в эти минуты.,-2
Обойти грабли  ? У нас получилась ужасно грустная картина. Понятно что это ? наша реальность.,-2
Оголодавшей плотью желал он жену свою и ужасно боялся чего до лагеря не испытывал ужасно боялся оплошать.,-2
Оголодавшей плотью желал он жену свою и ужасно боялся чего до лагеря не испытывал ужасно боялся оплошать.,-2
Однажды я спросил у Моны Бренд в чём тут дело.  ? Видишь ли сиднейцы ужасно любопытны.  Раз есть забор они обязательно хотят выяснить что за забором.,1
Одно было в нём нехорошо ужасно падок был на деньги.,-1
Он боялся в том признаться стеснялся о том говорить. И ужасно страдал. Как что-то отрезано было в глазах и голове.,-2
Он был полиглотом и умёл говорить кажется на всех языках мира в том числе на русском и польском ? и на всех ужасно плохо еле понятно.,-2
Он говорил слово в слово то же что моя мать.  Почему-то меня это ужасно поразило.  ? Он вообще-то был хорошим игроком ? всё так же не глядя на меня продолжал Мышкин.,0
Он добрый хоть и примитивный человек.  Я ужасно растерялся.  Я и не знал что она говорит по-русски.,-1
Он же волшебный был. Ужасно смешные иногда были сказочки. И я вот представь недавно почему-то вспомнила эти приключения Мухиной и Давыдова со своим волшебным кирпичом и думаю вот бы на самом деле был бы у меня такой кирпич… И я бы ему сказала «Дорогой уважаемый милый Кирпич!,1
Он знал эти приступы тошнотворного страха перед последним шагом в пустоту в зыбистую трясину опасности сам проходил не раз когда мысленно крался вслед за своим «джо» посланным в пульсирующий язычками огня набухший ненавистью район действия… Страх Айи ощущал всей кожей всеми нервами ужасно за нее переживал но ничего поделать не мог она должна была справиться сама решиться принять это сражение как свое.,-1
Он не мог позволить себе опоздать на репетицию ужасно гневался когда кто-то приходил с недоученной ролью забывал реплики неточно следовал режиссёрскому рисунку.,-2
Он призадумался.  Пауза длилась ужасно долго.  Рука жены вопросительно повисла с карандашом в пальцах над бумагой.,-1
Он ужасно боялся провала и всё время импровизировал разные варианты этого провала.,-2
Он ужасно депрессивный. Его депрессию можно сравнить только с тем что в молодости он был ужасно красивым я бы с таким трахалась.,2
Он ужасно не любит перемен боится новизны.,-2
Он ужасно смеялся когда я его так называла этот принц крови.,1
Она (хохочет).  Ужасно приятный мужчина…  Он.,2
Она была так красива в своей старости и мне ужасно захотелось поцеловать ее.,1
Она помолчала и проговорила трудно хрипловато  ? Ты… ужасно красивый! Леон расхохотался и воскликнул,2
Она помолчала и я впервые подумал что ей должно быть ужасно скучно сидеть там одной.,-2
Она просто ужасно устаёт и многое забывает.,-1
Она сказала что не ожидала таких разговоров что всё это её изумляет и когда Рита продолжая гнуть свою линию глупейшей откровенности ? она бывала иногда ужасно недальновидна и неуклюжа! ? сказала что боится за себя за то что не хватит пороха ухаживать за больной и что ей бы самой хотелось чтобы за нею кто-нибудь поухаживал Радда Юльевна грубо прервала её и попросила к телефону меня.,-1
Она смеялась словно с неохотой нагнув голову и отвернувшись по-детски вытирая слёзы ладошкой и Скворцов рад был что она смеётся ужасно рад!,2
Она тогда голодала ужасно почти ничего не ела папу надо было питать.,-2
Она ужасно мучилась стонала и только что боль начинала утихать она старалась уверить Григория Александровича что ей лучше уговаривала его идти спать целовала его руку не выпускала её из своих.,-2
Они нечасто появлялись теперь вместе на людях ? гораздо реже чем обычно и даже реже чем в период беременности Лис которая ужасно стеснялась своей погрузневшей фигуры и практически перестала покидать дом до того момента когда пришел наконец ее срок.,-1
Они тут условились договорились написали Правила ужасно сложные.,-1
они ужасно костлявые тебя надолго не хватит зато можно обнимать безнаказанно есть из одной тарелки лакать из одного блюдечка стаканчика — и все уже про нас понимают и объяснять ничего не надо.,-1
Оставленная сверх счёта мелочь на скатерти выглядела ужасно сиротливо.,-1
Отвечать колкостями на его злые шутки? Противно ужасно. Не любила она обстрять отношения.,-2
Отпрыскам алмазных дел мастеров ужасно нравится что на показы Martin Margiela прессу и байеров затягивают на далёкие станции метро заброшенные склады или ночлежки Армии спасения где ассистенты в белых халатах встречают гостей всегда только красным вином из белых пластиковых стаканчиков.,2
Оттого что перегнули и сильно прибили ? оттого-то и тоскуешь задрав глаза. Ужасно скучно. Кто-то положим своего и гнул и «дрянью» прибивал больше нужного потому что кто-то ? не Ян Амос Коменский и не Песталоцци и до Ушинского ему в основном как до Луны но ведь и Додю можно не ошибаясь сказать не ушинские прибивали же?,-1
Плечи его опустились он вдруг показался мне ужасно усталым.,-1
По содержанию это было нечто ужасно мрачное (одному Богу ведомо с чего такому благополучному человеку пришли в голову такие макаберные идеи) ? в общем же чепуха отчаянная.,-1
Пожалуйста отпускайте погулять своих мужей. Без них нам ужасно плохо! Подпись одинокие женщины» Ни адреса ни телефона под этим воззванием не было.,-2
Поначалу мы долго ходили останавливаясь у магазинов осматривали витрины словно нищие беззастенчиво громко обсуждали прохожих сидели на детских площадках мы зашли в какой-то дешевый кафетерий и съели ужасно вкусное мороженое (никакого алкоголя никаких ресторанов) пошли в кино на какой-то безмозглый фильм и хохотали над ним до упаду а главное ? болтали болтали все это время без умолку.,2
После еды Петрова нагретого чаем начали одевать на улицу это было ужасно неприятно хотя бы потому что Петрову и без того было жарко а с каждым новым предметом надеваемым на него становилось еще жарче.,-2
После начальной школы детей перемешали классами и ты идешь по проходу между партами прижимая киберпланшет к груди немного растерянная но ужасно гордая тем что тебе уже исполнилось десять.,2
Постойте я вас ущипну на дорогу.  Я ужасно хорошо выучилась теперь щипаться.  Ну что каково!,2
Потом мы ехали в почти пустом вагоне дачного поезда и под грохот колёс спорили о какой-то пословице которая казалась мне ужасно глупой а брату её и студенту-шаферу ? умной и меткой.,-1
Потом когда Менухин играл концерт Баха для трех скрипок с Игорем Ойстрахом и Валерием Ойстрахом придумали ещё одну ужасно злую шутку.,-2
Потом-то я привык а сперва меня это ужасно удивляло.,0
Почкину ужасно захотелось быть сейчас среди людей и он бросился к соседям.,0
Поэтому Туголуков ужасно обрадовался узрев за своим столом еще одну представительницу комбината которая в отличие от гоблина никуда не исчезнет и не провалится и сразу начал расспрашивать в каком цеху она работает и кем.,2
Правда нам не всегда везет стать свидетелями таких метаморфоз злодеям ужасно везет с иммунитетом.,-1
Представь себе что её ожидает.  ? Ты всё ужасно преувеличиваешь.  Миллионы людей живут работают и абсолютно счастливы.,-1
Примерно через час Зина сидела вплотную к Алексу и размахивала недавно прочитанной книгой что-то ужасно смешно доказывая.,1
Приходили обменщики и всё это было ужасно стыдно потому что чужим и враждебным деланно вежливым людям с которыми маленького жильца заставляли здороваться а они фальшиво улыбались в ответ открывалось сокровенное нутро их дома бросалась в глаза бедность потёртая старенькая мебель выцветшие обои и ободранные книжные полки дощатый пол тараканы и жалкие комнатные растения в глиняных горшках и хотя незнакомые мужчины и женщины ничего не говорили а только внимательно смотрели по сторонам заглядывали на кухню в ванную и туалет Колюня читал в их глазах какое-то растерянно-брезгливое выражение и казалось ему что тот же самый если не больший стыд и горечь испытывает папа которому затея с обменом совершенно не нравилась и оттого мальчик носил в душе двойную обиду за себя и за него.,-1
Приятелей своих Иван смешил ужасно обязательностью этой и ответственностью.,1
"Просто раз всем смешно что мальчик крутит верёвку и раз это ему лично ничем не угрожает значит можно смеяться…  И только тётушка выглядела ужасно.  Она смотрела на Жору Куркулия так словно хотела сказать ""Убийца скажи хотя бы куда ты дел труп моего любимого племянника? """,-2
Разговор приобрел какой-то неожиданный оборот и Антону стало ужасно интересно все что говорит эта женщина.,1
Разобрать слова было невозможно но мелодия оказалась такой печальной что Пашке вдруг стало ужасно жалко и себя и всех кто оказался здесь в этих мрачных таинственных подземельях.,-1
Рано или поздно ты всегда приходишь к мысли что мама пыталась донести до тебя истину а ты ершилась.  ? Мне ужасно не хватает мамы.  ? А мне тети.,-2
Раскольников ужасно разозлился ему вдруг захотелось как-нибудь оскорбить этого жирного франта.,-1
Ротшильд вдруг ему ужасно противен Яков бросился на него с кулаками.,-2
Сана ужасно по-детски обрадовалась придуманному замечательному делу.,2
Сгребай всех сюда ко мне в сумку. Он ужасно обрадовался. Это ж надо ? рынок еще не встал а дело сделано.,2
Сквозь клюкву Травка явственно чуяла хлеб и ей ужасно хотелось есть но позволить себе покопаться лапами в клюкве она никак не могла.,0
"Словом схемка Щедрина ? Писарева ? Столпнера ? ""Русского Богатства"" ужасно скудоумна нищенска за нею никто не пойдёт никто за неё не принесёт жертвы…",-1
Снег прекратился но холодно в этот день ужасно и я поежился жалея что не надел свитер теплее.,-1
Стал я снова кричать и орал ужасно и рот разевал чтобы лес мог поглубже в меня проникнуть.,-1
Старик ужасно был доволен своим Приёмышем и все разговоры в конце концов сводились на него.,2
Стройная сухая с ярко накрашенными губками несколько резкая но в то же время ? ужасно правдивая.,-1
Так вот это было в 1980 году в Польше набирала силу «Солидарность» и все что исходило от Советского Союза воспринималось в штыки. Переживали мы за Колю ужасно. Он спел свою лирическую песню ему похлопали.,-1
Так молодые и ходили через нас с Валей. Стеснялись ужасно особенно по вечерам. Ну вы понимаете… И  нам тоже неловко было.,-1
Так?  ? Ужасно тоскую ? призналась дочь.  ? Иногда отчаянно хочется все забыть броситься к нему прижаться.,-1
Таня втиснулась на заднее сиденье и поехала с музыкантами.  Сергей ей ужасно понравился.  Как никто и никогда.,2
Толстовская манера постоянно анализировать чувства своих героев все эти «Анна чувствовала… знала наперед… Вронский знал назад… Долли понимала…» оказалась ужасно прилипчивой.,-1
Точно говорю ужасно противен.  ? За что ж так? ? спросил Глебов зевая.,-2
Ты хорошо придумал только это ужасно дорого у нас не хватит денег.,-1
У меня вдруг сделалось ужасно тяжело на душе.,-2
У меня гастрит еще со школы но тогда ужасно болело а сейчас нет потому и не догадалась.,-2
У моей прабабушки такие слабости тоже были она ужасно любила конфеты и малиновое варенье.,1
У нас же еще такая веселая была ужасно жизнь очень.,2
У них принцесс на все случаи жизни ужасно строгие правила поведения которые ни за что нельзя нарушать.,-1
Ужасно досадно у нас тут проездом дальний родственник… человек знаете нелюдимый странноватый.,-1
Ужасно ему не хотелось возвращаться но шляпы было жалко.,-1
Ужасно как важно ? понять что отношения с родственниками может быть последние отношения потому что они же и первые от рождения.,0
Ужасно много пробовала рисовать японских картинок и мне сказали один художник что у меня интенция.,0
Ужасно один и так хотелось в гости.,-1
Ужасно сложно заставить вас полюбить отъявленного негодяя причем так чтобы вы не испытывали никаких угрызений совести мы же понимаем что это художественное произведение здесь можно не стесняться в выражении чувств…,-1
Ужасно трясло и после трехдневной езды у меня было желание отказаться работать простым механиком и не ездить в кабине.,-2
Ужасно хотелось лечь носом к стенке и ни о чём не думать.,0
Упражнение заключается в том что йогин (меня ужасно волновало это слово) садится перед зеркалом на расстоянии чуть меньше метра (точная дистанция подбирается экспериментально) и скрещивает глаза таким образом что их отражения раздваиваются ? пока отражение правого глаза не накладывается на отражение левого точно над переносицей.,0
Ураган Бык ужасно мучился ? так хотелось расчихвостить эту жалкую посудину.,-2
Устала. Ужасно устала даже пить не хочу. А вчера в такую жару (сегодня жара сильнее) то и дело ходила вокруг раковины отяжелев от выпитого дыша хлоркой.,-1
Утром на следующий день я отвёз Ленку с детьми к матери и стал ждать.  Время тянулось ужасно медленно.  Около пяти часов в дверь позвонили.,-1
Хелене ужасно жаль конфет но бродягу почему-то жальче хотя он и сам наверняка виноват.,-1
Хотя какая-то странная интуиция подсказывала что Алина ужасно умна намного умнее Макса.,1
Часто во время разговора мне ужасно хотелось противоречить ему в наказание за его гордость хотелось переспорить его доказать ему что я умен несмотря на то что он не хочет обращать на меня никакого внимания.,0
Часы тоже тикали неравномерно то торопились ужасно то вдруг замедляли ход и становились почти неслышными.,0
Чаще всего мы ходили в Солодовниковский пассаж в котором я знал наизусть все магазины Ускова (материи) Рудометкина (приклад сейчас же у входа слева) Семёнова (также приклад но ужасно дорого!),-1
Через две недели он выздоровел.  И мы снова ужасно поссорились.  ? Болван! ? кричал мой дядя. ? Ты не хочешь понять!,-2
Читаешь «Анну Каренину» читаешь… Все ужасно серьезное требующее внимательного вдумчивого чтения.,0
Что-то ужасно безобразное и трогательное есть в том как далёкие люди сблизились и стали похожи друг на друга.,-2
Чумная махаона заморить ? весело а чужой мопс умер от старости ? грустно… Ужасно грустно. Херувим не выходит из дому.,-2
"Шёл и дышал воздухом слабосоленого моря и холмистой нетучной земли где чуть привяла боровая трава первой сенокосной страды где лиственницы плавно качаясь неспешно узорничают на солнечных бликах аллеи а какие-то мелкие цветики испещряют своими розовыми метёлками край кювета и осколками радуги зависают стрекозы опознавая кто есть кто и ты понимаешь как глупо разминулся с жизнью что надо было сразу после лагеря поселиться на лоне (ужасно торжественно вроде ""юбилей"" или ""мавзолей"") да на лоне наняться сторожем сельмага и читать не монографии об институтах крепостнического самодержавия а журнал ""Юный натуралист"".",1
Эта милая ужасно обаятельная женщина твёрдой рукой сделала целый ряд замечательных комедий.,2
Это вообще такой вопрос сложный и такой ужасно на самом деле интересный.,-2
Это заикание по-моему ужасно не свойственно русскому языку.,-1
Это один из самых низких показателей в мире но корейцы все равно ужасно страдают.,-2
Это ужасно грустно такое выслушивать и надо самому быть дрянью чтобы так сравнивать если делается без цели это если хорошенько вглядеться выходит та же сквозная «дрянь» без лазейки только другим способом и может быть еще больше прибивает.,-2
Это ужасно умилительная для самого себя история ужасно приятно жалеть самого себя.,1
Это ужасно умилительная для самого себя история ужасно приятно жалеть самого себя.,2
Юлька мне обрадовалась ужасно расцеловала в обе небритые щеки спросила че приперся я ответил ? блаженная Юлька негоже тебе чистой деве ругаться матом мне приснилось что целый мир рухнул ты пойми Юлька мне срочно нужно к тебе под одеяло и чтобы твое дыхание чувствовалось на моей небритой щеке.,2
Юрка хохочет будто я сказал что-то ужасно остроумное.,1
Я бы сказал всё как-то очень неожиданно. Ужасно неожиданно.  ? Что например?,0
Я впервые заметила что великие композиторы ужасно затягивали свои музыкальные произведения.,-1
Я гордо плюнул на него и удалился ужасно довольный собой.,2
Я же на четверть американец в детстве я был практически блондином представляете как на меня все смотрели? Япония же ужасно ксенофобская страна. Но мне нравилось что я не такой как все что у меня семья не похожая на остальные.,-2
Я закрыл наволочку и стал ждать.  Время тянулось ужасно медленно.  Я почувствовал что меня начинает тошнить.,-1
Я окинула Галю пристрастным глазом ужасно она мне нравится.,2
"Я от утомления заснул проснулся ? ""Садко"" под подушкой нет.  Ужасно рыдал.  А в то время когда засыпал я слышал их разговор.",-2
Я покатился со смеху уж очень комичен был контраст.  Комиссаржевская ужасно обиделась.  Волошин нисколько.,-2
Я прямо ужасно горжусь нашей страной несмотря даже на то что который год не могу построить себе пальто.,2
Я пытался разрешить сам с собой другие вопросы которые мучили меня ужасно.,-2
Я разозлился ужасно благодаря мне компания стала одной из самых прибыльных в Японии я же им все оставил.,-2
Я сделал несколько шагов по комнате чувствуя что колени дрожат и ноги ступают нетвёрдо.  Ноги меня ужасно вдруг напугали.  С такими ногами нечего было и думать перелезать ограду балкона и переступать через прутья на высоте девяти этажей.,-2
Я себя часто ловлю на мысли что мне ужасно не нравится что моя дочка так быстро выросла и хочется её задержать в детском девченочьем возрасте подольше вот отсюда и сопротивление «взрослым» запросам а вовсе не потому что волосы красить или ногти так уж плохо и порочно.,-2
Я такая деликатная девушка ужасно люблю нежные слова.,2
Я ужасно волнуюсь что будет с вами бедные крошки.,-1
Я ужасно горевал после смерти матери но всё-таки вы понимаете был счастлив несмотря ни на что.,-2
Я ужасно жалею что из-за работы не могу сейчас путешествовать.,-2
Я ужасно люблю обезьян из них такие душки… а крокодил ужасен.,2
Я  честно все передал Ламзину сам был расстроен ужасно а на Ламзине просто лица не было.,-2
Я конечно ужасно хочу чтобы ты мне звонил но и не хочу.,0
